ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
251213,Nuclear Medicine Technologist,Determine protocols for medical procedures,0.004903953735,Establish medical standards and protocols,0.004903953735,Health and care,0.9152955914
251214,Sonographer,Operate diagnostic imaging equipment,0.1396750257,Operate and maintain medical equipment,0.2336565353,Health and care,0.8759453608
251214,Sonographer,Create advanced digital images of patients using computer imaging systems,0.1074081465,Operate medical equipment,0.1839868906,Health and care,0.8759453608
251214,Sonographer,Record patient medical histories,0.08572071958,"Collect, document and communicate medical information",0.1187830469,Health and care,0.8759453608
251214,Sonographer,Adjust settings or positions of medical equipment,0.07563483758,Operate and maintain medical equipment,0.2336565353,Health and care,0.8759453608
251214,Sonographer,"Monitor patient conditions during treatments, procedures or activities",0.07512773091,Monitor and evaluate patient treatment,0.07512773091,Health and care,0.8759453608
251214,Sonographer,Communicate test or assessment results to medical professionals,0.06914119705,Collaborate with health care professionals,0.08762851864,Communication and collaboration,0.08762851864
251214,Sonographer,Position patients for treatment or examination,0.06035142292,Care for patients and clients,0.09757251091,Health and care,0.8759453608
251214,Sonographer,Analyse test results to inform diagnosis or treatment,0.05574829092,Perform medical tests and physical examinations of patients,0.05574829092,Health and care,0.8759453608
251214,Sonographer,Monitor video displays of medical equipment to ensure proper functioning,0.03791528452,Operate medical equipment,0.1839868906,Health and care,0.8759453608
251214,Sonographer,Gather medical information from patient histories,0.03306232732,"Collect, document and communicate medical information",0.1187830469,Health and care,0.8759453608
251214,Sonographer,Prepare official health documents or records,0.02774500839,Undertake health care documentation,0.02774500839,Health and care,0.8759453608
251214,Sonographer,Process x-rays or other medical images,0.02774500839,Operate medical equipment,0.1839868906,Health and care,0.8759453608
251214,Sonographer,Explain medical procedures or test results to patients or family members,0.02263186986,Explain medical information and procedures,0.02263186986,Health and care,0.8759453608
251214,Sonographer,Prepare patients for medical procedures,0.02263186986,Care for patients and clients,0.09757251091,Health and care,0.8759453608
251214,Sonographer,Assist health care practitioners during surgery,0.0184873216,Assist health care practitioners for medical procedures,0.0184873216,Health and care,0.8759453608
251214,Sonographer,Collaborate with health care professionals to plan or provide treatment,0.0184873216,Collaborate with health care professionals,0.08762851864,Communication and collaboration,0.08762851864
251214,Sonographer,Maintain medical facility records,0.01458921813,Administration of medical facility records and activities,0.01458921813,Health and care,0.8759453608
251214,Sonographer,Schedule patient procedures or appointments,0.01458921813,Care for patients and clients,0.09757251091,Health and care,0.8759453608
251214,Sonographer,Perform clerical work in medical settings,0.01458921813,Perform administrative or clerical tasks,0.01458921813,Business operations and financial activities,0.01458921813
251214,Sonographer,Clean medical equipment or facilities,0.0109184512,Clean medical equipment or facilities ,0.0109184512,Cleaning and maintenance,0.0109184512
251214,Sonographer,Examine medical instruments or equipment to ensure proper operation,0.0109184512,Operate medical equipment,0.1839868906,Health and care,0.8759453608
251214,Sonographer,Repair medical facility equipment,0.0109184512,"Design, repair or fabricate medical equipment",0.0109184512,Production processes and machinery,0.0109184512
251214,Sonographer,Supervise patient care staff,0.009883401864,Manage health care operations,0.009883401864,Health and care,0.8759453608
251214,Sonographer,Train medical providers,0.009883401864,Provide training to health care professionals,0.009883401864,Health and care,0.8759453608
251214,Sonographer,Maintain inventory of medical supplies or equipment,0.006115557332,Operate and maintain medical equipment,0.2336565353,Health and care,0.8759453608
251214,Sonographer,Order medical supplies or equipment,0.006115557332,Operate and maintain medical equipment,0.2336565353,Health and care,0.8759453608
251214,Sonographer,Prepare medical supplies or equipment for use,0.006115557332,Operate and maintain medical equipment,0.2336565353,Health and care,0.8759453608
251214,Sonographer,Implement advanced life support techniques,0.003925066799,Provide health care or administer medical treatment,0.007850133598,Health and care,0.8759453608
251214,Sonographer,Treat medical emergencies,0.003925066799,Provide health care or administer medical treatment,0.007850133598,Health and care,0.8759453608
251311,Environmental Health Officer,Inspect work environments to ensure safety,0.3509091053,Inspect work environment to ensure safety and compliance,0.3509091053,Safety and hazard management,0.5411268725
251311,Environmental Health Officer,Advise communities or institutions regarding health or safety issues,0.1902177672,"Undertake health, safety or hazard management and education activities",0.1902177672,Safety and hazard management,0.5411268725
251311,Environmental Health Officer,Test facilities for environmental hazards,0.0974205424,Assess areas and conditions for risks and hazards,0.0974205424,Environmental management,0.0974205424
251311,Environmental Health Officer,Design public or employee health programs,0.090347588,Undertake community development activities,0.090347588,Health and care,0.1555264599
251311,Environmental Health Officer,Conduct health or safety training programs,0.08980453973,Train staff,0.08980453973,Human resources,0.08980453973
251311,Environmental Health Officer,Analyse laboratory specimens to detect abnormalities or other problems,0.04695343787,Undertake laboratory operations and analysis,0.04695343787,"Data, analytics, and databases",0.04695343787
251311,Environmental Health Officer,Monitor the handling of hazardous materials or medical wastes,0.03329070027,Remove materials from work site,0.03329070027,Cleaning and maintenance,0.03329070027
251311,Environmental Health Officer,Collaborate with health care professionals to plan or provide treatment,0.02802658453,Collaborate with health care professionals,0.02802658453,Communication and collaboration,0.02802658453
251311,Environmental Health Officer,Consult with others regarding health and safety associated with equipment or facilities,0.02802658453,"Develop, follow and ensure compliance with health care quality and safety procedures",0.02802658453,Health and care,0.1555264599
